"Content d'haver-nos pogut retrobar, després de gairebé quatre anys, amb el president @KRLS Puigdemont, el conseller @toni_comin i @valtonyc. No defallirem fins que siguem tots lliures i en una Catalunya lliure. Estic convençut que ho aconseguirem! https://t.co/0s55uCQcU5",independetismo
100 milions d'euros d'ajudes públiques al Circuit de Catalunya entre el 2006 i el 2017 https://t.co/gSQWbbmDLT https://t.co/Gldz2iZHT2,economia i hisenda
"➡️ @JGarrigaDomenec: ""Rechazamos la invitación a la convocatoria previa a la comisión bilateral Generalitat-Estado, porque no existe un conflicto entre Cataluña y España, el conflicto es dentro de Cataluña"".""Somos el único grupo parlamentario que no piensa asistir"". https://t.co/WWgtsYsTR0",presidencia
"#TalDíaComoHoy arrancaban los Juegos Olímpicos de Barcelona 92.«Por y contra aquella Barcelona olímpica corrían los hijos de Jordi Pujol, Joaquim Forn, David Madí, Jordi Sánchez y otros nacionalistas»✒️ Por @JuanMilian https://t.co/TDUgxUSFIp",presidencia
"El segundo vuelo de repatriados ya está rumbo a Dubái.Esta mañana, sobre las 06:30 horas, ha despegado desde el aeropuerto de Kabul el avión A400M de las Fuerzas Armadas en el que España está evacuando a otro grupo de 110 personas de Afganistán.",inmigracion
"“Estamos viviendo una crisis medioambiental, la del Mar Menor, que solo se puede afrontar y solucionar desde una perspectiva de Estado”.?? @LopezMirasF en @EstadoDAlarmaTV https://t.co/WKzliG5ap2","accio climatica, alimentacio i agenda rural"
"Los más de 100 millones de muertos que causó el comunismo, divididos por países.Con la excepción de la dictadura camboyana, los responsables de estos genocidios han quedado impunes y en países democráticos aún se blanquea a ese movimiento totalitario:   https://t.co/JF8f9Q9s2w",presidencia
¡Buenos días! Empezamos la semana con entrevista a @alejandroTGN en @EconomiaED_ ??”Tenemos que construir un instrumento en torno al PP para derrotar al separatismo en las urnas”https://t.co/F6WKDnGkyF,presidencia
"‘Els límits del meu llenguatge són els límits del meu món’, Ludwig Wittgenstein,“Tractatus logico-philosophicus”. https://t.co/vFYyqX5gam",na
Los buenos datos no nos pueden llevar a abandonar la prudencia. El respeto a las medidas de higiene es fundamental: ???? Lavado de manos.???? Mascarillas.???? Ventilación frecuente.??️ @Pilar_Alegria en @DebatAlRojoVivo https://t.co/IEbbQId5dZ,salut
"Reducir a la mitad la actual huella ambiental no sólo es beneficioso para el planeta, sino que generaría la creación de 39 millones de empleos anuales.Lo bueno para el medio ambiente, es bueno para todos y todas. https://t.co/MXy02o7pT1","accio climatica, alimentacio i agenda rural"
"Los comunes darán ""la batalla a todos los niveles"" contra la ampliación de El Prat https://t.co/7awfCGGYxH vía @eldiarioes",interior
"Debemos actuar ya para poner fin al desastre ecológico en el Mar Menor.➡️ Creación de #MarMenorParqueRegional para dotar a la laguna de la máxima protección jurídica.➡️ Moratoria urbanística indefinida, frente a los pelotazos inmobiliarios.https://t.co/oFRqIoO8bh","accio climatica, alimentacio i agenda rural"
La campanya Desmilitaritzem l’Educació denuncia l’incompliment de la Moció 55/XI sobre la Desmilitarització de Catalunya cinc anys després de la seva aprovació #ImplementeuMocio55XI https://t.co/cpSNc1Pd5Y,interior
"??️ Comença l'entrevista al diputat de la @cupnacional, @carlesral.▶️ El directe: https://t.co/zVVk0txp0i https://t.co/C0InOzLVht https://t.co/Xx9vFfc6f5",presidencia
"En 3,2,1...escucharemos que los talibanes tratan a las mujeres así porque los occidentales compramos zapatillas fabricadas en Asia...",igualtat i feminismes
"No acceptarem un traspàs ‘fake’ de la gestió de beques: ha d’anar acompanyat de finançament i dels costos de gestió que ha assumit la Generalitat els darrers anys. Serem molt exigents, perquè ja sabem quina és la pràctica habitual del govern espanyol https://t.co/NtGWbxTWMj https://t.co/EGCRsTsHyx",interior
Escòcia avança en la producció d’energia eòlica i en l’articulació d’un sistema energètic que descarbonitza i alhora permet sobiranitzar-se. En el primer semestre ha produït suficient energia eòlica com per satisfer dues vegades la demanda de totes les llars del país. https://t.co/TWfxbfGf6o,"accio climatica, alimentacio i agenda rural"
Escòcia avança en la producció d’energia eòlica i en l’articulació d’un sistema energètic que descarbonitza i alhora permet sobiranitzar-se. En el primer semestre ha produït suficient energia eòlica com per satisfer dues vegades la demanda de totes les llars del país. https://t.co/TWfxbfGf6o,"accio climatica, alimentacio i agenda rural"
❗Tot el suport a les @Detingudes23S! Cal acabar amb la ❌ persecució judicial i política de l'Estat.Sempre al costat de la democràcia i la llibertat! ✊ https://t.co/ciMCnwASdk,drets socials
"Nuevamente algún cobarde trata de amedrentarnos. Nuestro apoyo al concejal de @populares d Sant Sadurní, @CarlesJimenezM cuyo despacho profesional ha sido atacado de esta manera. No van a callarnos a los q damos la cara en Cataluña y defendemos la libertad#populares#barcelona https://t.co/NIdhkIR4Tn",independetismo
▶ @DolorsMM: #DóndeEstáSánchez?? Exigimos su comparecencia https://t.co/U1S68jV2sY,interior
"La economía española recuperará en 2022 el nivel previo a la pandemia.  Con la aprobación del techo de gasto, ponemos en marcha el proceso para unos Presupuestos 2022 que sigan impulsando, junto al #PlanDeRecuperación????, un crecimiento más sólido, sostenible e inclusivo. https://t.co/yB6kWDdYIm",economia i hisenda
"Davant la catàstrofe d'Afganistan, em sorprenen aquestes rodes de premsa victorioses, tweets triomfants, discursos pomposos, i autofelicitació general per part dels governants occidentals.Un país enfonsat. I el discurs: ""que bons que som per evacuar un grapat de col·laboradors""",accio exterior i govern obert
"??️@salvadorilla:A Catalunya hi ha ganes de girar full després de deu anys que no han estat bons. ??Catalunya ha d’estar molt més present en els debats que ens afecten a totes i tots, per defensar aquest model d’una Espanya diversa.#PSC/❤️ https://t.co/KW7PYGqvfI",interior
??Què suposa l'ampliació de l'aeroport del Prat? Despropòsit ambiental i model econòmic precari. No és només la 3a pista! #MenysAvionsMésVida #NoAmpliacioAeroportElPrat #19S ?? 1/2 https://t.co/YuotvFYtRi,"accio climatica, alimentacio i agenda rural"
☕️ Buenos días y #FelizViernes a todos. Aquí os dejamos nuestra agenda para el día de hoy ??https://t.co/3quq6iOQY2 https://t.co/ZTWrO2gIpF,na
??Es un clamor popular #SOSMarMenor ??Hoy lo verá todo el país cuando #LaVuelta21 llegue a La Manga.??Necesitamos actuaciones urgentes como la creación del #MarMenorParqueRegional para salvar a nuestra laguna de nitratos y pelotazos urbanísticos.ℹ️https://t.co/j8xuogpdeq https://t.co/cRKFCFqU68,"accio climatica, alimentacio i agenda rural"
"‼?? Mensaje de @Santi_ABASCAL en el día de Santiago Apóstol, Patrón de España. “Hay motivos para la esperanza. El futuro es de los patriotas” ??????⬇⬇⬇ https://t.co/LK8xpe9Ke8",presidencia
"Desde el Gobierno, #Cumplimos2021.Por segunda vez consecutiva, los delegados y delegadas del Gobierno de ???? rinden cuentas de los compromisos cumplidos en el 1º semestre de 2021A pesar de la pandemia, desde el Gobierno avanzamos en nuestra hoja de ruta y cumplimos con las CCAA https://t.co/uLgqNa7dng",presidencia
"El cantant de rap i antifeixista italià @francescokento ha escrit una cançó contra la repressió i la censura a Espanya. Parla dels Borbons, Carrero Blanco, Catalunya... de tot allò que a @PabloHasel @valtonyc i tants altres ha provocat persecució judicial.https://t.co/akA3zS7h4L",drets socials
"Avui he visitat l’@harnaulleida i @afrucat, a Lleida.??Constatem una setmana més la necessitat urgent de tenir Govern a Catalunya.??Reclamo poder presentar la meva candidatura a la investidura per formar un govern d’esquerres que atengui les necessitats reals de Catalunya. https://t.co/1R272I6vo8",interior
La Mesa de la Asamblea de Ceuta no permite que mañana se debata durante el pleno revocar el nombramiento de Santiago Abascal como persona ‘non grata’.De nuevo el PP vota junto al PSOE contra el partido que más apoyo recibió de los ceutíes en las últimas elecciones generales. https://t.co/7OgVz0Pt6B,interior
"??Des d' Aitona, al Baix Segrià, donem suport al sector de la fruita dolça de les comarques de Lleida??????#LleidaImplicada?? https://t.co/IsW9p6AAI5",economia i hisenda
??Bon dia! A les 08.45 @mariadolorsa a @maticatradio No t'ho perdis! https://t.co/P6O11gWrxw,na
"Podemos va a seguir trabajando para que la democracia llegue a la Jefatura del Estado y por un horizonte republicano para España, como proyecto de profundización democrática, de modernización económica y de unidad en base al reconocimiento de nuestra plurinacionalidad.",presidencia
Mañana acompañarán al presidente @sanchezcastejon:?? @vonderleyen.?? @CharlesMichel.?? @JosepBorrellF. ???? será el corazón político y centro de los valores de ??????️ @jmalbares en @DebatAlRojoVivo #LaEspañaQueHacemos_ https://t.co/gpyNJVN33K,presidencia
Demà treballadores i treballadors dl @112 comencen una vaga indefinida.El Dep. d Treball els imposa serveis mínims del 85% pq són un servei essencial. Per aquest mateix motiu és imprescindible la seva internalització!Tot el suport a aquesta vaga! Per una gestió directa del 112! https://t.co/XIvCNMOBjU,empresa i treball
“Estamos reivindicando los mejores valores y principios de la UE: la unidad y la solidaridad. La unidad entre todos los Estados miembros y la solidaridad con aquellos que sufren y con los que tenemos un compromiso de protección de sus vidas y de su futuro”.?? @sanchezcastejon https://t.co/S3ZxbYGwvW,presidencia
"La memoria democrática significa capacidad de resiliencia.Igualdad, justicia, reparación, dignidad...¿Quién no puede compartir esos valores?Se trata de derechos humanos.Memoria es educación, es historia.Es el futuro de hablar de una sociedad más capaz. ??  @_JuanEspadas https://t.co/5QCcFQJ3hC",drets socials
Me pregunto a quién le puede parecer una buena idea usar la homofobia como estrategia comercial. Nuestra sociedad es diversa y tolerante. Ojalá aprendan a serlo también quienes tienen el poder para tomar las decisiones sobre lo que vemos y oímos en anuncios y programas de TV.,igualtat i feminismes
?? Quina tristesa i quina ràbia que el nom de #santacoloma s'hagi de relacionar amb la corrupció?? Quanta feina a fer queda perquè la política estigui al servei de la gent i no dels negocis https://t.co/LLbR7sjKp7,drets socials
"Creemos empleo derogando los impuestos de sucesiones, donaciones y patrimonio, bajando cotizaciones sociales, tarifa autónomos y fiscalidad al ahorro.Debatimos con el ex Gobernador del Banco de España Caruana, el ex Presidente de la Bolsa Pizarro y el ex secretario Estado Legaz https://t.co/Syry5LPy0s",empresa i treball
Un nou èxit del jutge Llarena.Moltes felicitats ⁦@ClaraPonsati⁩!! https://t.co/RhvIHre7xs,autopromocio
Avui el Consell de Ministres dóna llum verda a la seva primera llei de reforma de les pensions. Quan va sortir-ne l’esborrany ara fa us mesos vaig fer aquest fil explicant què hi ha darrere d’aquests canvis: van en la direcció contrària de repartir els treballs i la riquesa. https://t.co/bhb6P0n34e,interior
Hoy también hemos aprobado en #CMin medidas urgentes frente a la #violenciamachista. Para mejorar la detección precoz y el acompañamiento a las víctimas e implicar a la sociedad en la erradicación de la violencia contra las mujeres. Nos necesitamos todos y todas en esta lucha. https://t.co/YK1VCy4V1g,igualtat i feminismes
"Esto sería inimaginable en otro país: 1. El Gobierno, PSOE, financia una exposición que promueve la leyenda negra contra su Nación.2. El Ayuntamiento de la ciudad que se ve atacada, PP, le cede un espacio preferente.3. Uno de sus bancos, el @bancosantander, lo patrocina. https://t.co/kX0OUsFVyl",interior
"Todo el apoyo y cariño desde @igualdadgob para la familia de la mujer asesinada en la provincia de Sevilla. Seguimos en alerta machista. Necesitamos de toda la unidad institucional, feminista y del conjunto de la sociedad para salvar las vidas de las mujeres. #NosQueremosVivas https://t.co/amFPq8ynv7",igualtat i feminismes
Wolfgang Schomburg: “A Espanya algú va passar per alt que hi ha jutges independents a Alemanya” https://t.co/PWa8apE2oV,accio exterior i govern obert
Avui el Consell de Ministres dóna llum verda a la seva primera llei de reforma de les pensions. Quan va sortir-ne l’esborrany ara fa us mesos vaig fer aquest fil explicant què hi ha darrere d’aquests canvis: van en la direcció contrària de repartir els treballs i la riquesa. https://t.co/bhb6P0n34e,interior
"Com no podia ser de cap altra manera, el Tribunal General de la Unió Europea retorna la immunitat a @KRLS, @toni_comin i @ClaraPonsati. És una molt bona notícia per l'independentisme i la democràcia. Europa ens fa arribar la justícia. Seguim endavant. https://t.co/oCgafWoIJc",interior
"“Si no se usan las ayudas de forma adecuada, no podemos asegurar una segunda oportunidad”. ➡️ El gran desafío al que se enfrenta España es el desempleo juvenil, por lo que tiene que invertir en futuro.?? @ManfredWeber https://t.co/E2xKPOhNR2",empresa i treball
El Departament abandona el jovent i promou el creixement del negoci privat de la postobligatòria on estan desembarcant grans grups inversors internacionals veient l'oportunitat d negoci en la generació filla del baby boom sense prou oferta pública de formació postobligatòria.,empresa i treball
"Les organitzacions socials de drets humans de Catalunya demanem urgentment una auditoria sobre l'aplicació de la circular que regula el règim tancat a les presons catalanes a la vista de la producció de violències, morts i suïcidis ⁦⁦@La_Directa⁩  https://t.co/OlCoevx7xM",drets socials
"Quina és la xifra a la que està disposat a arribar el govern espanyol? El 2015 era —només— de 17.337 persones (via  reassentament i reubicació). Es va completar —només— l’11%. Per altra banda, de les sol·licituds d’asil resoltes durant el 2020, —només— van ser favorables el 5%. https://t.co/7hW0I3niEy",interior
"??️@jorfabrega sobre els Jocs Olímpics d'Hivern Pirineus-Barcelona 2030: “Hem d’aconseguir que siguin uns Jocs sostenibles i amb el consens del territori, que donin feina i millorin els serveis del Pirineu”. ?? Recupera l'entrevista a @Radio_Pirineus: https://t.co/xZ8yGbFrJ1 https://t.co/uOojGq1YG0",cultura
No tenir papers ja no significarà estar a la intempèrie a Sant Cugat. Un pas molt important en la garantia de drets. #SantcugatCiutatdeDrets https://t.co/mszIqUlQGf,drets socials
Impulsamos una ley que nos dice quiénes somos y quiénes queremos ser.⮕ Ser humanitarios con las familias que sufrieron en sus carnes la represalia franquista. ⮕ Reparar moralmente a las víctimas y fomentar valores democráticos. #PorMemoriaDemocrática ✊ ?? Félix Bolaños https://t.co/1upLI3aLSJ,justicia
"??️ @ManuelAcosta69: ""Rechazamos cualquier plan educativo en las aulas que tenga como objeto ideologizar y adoctrinar a los menores y que se financie con recursos públicos"".✅ El Pin Parental es lo único que aleja a los corruptores de menores de los colegios. https://t.co/El6POLaFMj",educacio
"??Tot i els esforços de @bomberscat tota la nit, l'#IFLlançà continua inestable i obert. Amb esperança que l'ajuda dels mitjans aeris porti bones notícies.Aquest estiu sec i calorós, cuidem el medi natural i els Bombers. Una abraçada molt forta a tota la gent de  l'Alt Empordà. https://t.co/IFOjRsLaAP","accio climatica, alimentacio i agenda rural"
"Aquest vídeo és l’abraçada pendent durant 12 anys. La família ens ha demanat que el publiquem, que seguim explicant la seva història, que és la mateixa que la de moltíssimes persones arreu del món: https://t.co/47P2qqOax5",NA
Una societat democràtica basa els seus principis en el respecte als Drets Humans i a les convencions internacionals. Espanya fa massa temps que ha perdut aquesta centralitat. Demanem que s'aturin les repatriacions il·legals de menors.https://t.co/CI1hwxdRbN,drets socials
"Comença a caminar una nova Generalitat. Amb el compromís inequívoc de fer més fàcil, amable i feliç la vida de la ciutadania. Personalment, ho donaré tot per fer possible la Catalunya pròspera, justa, verda, feminista i lliure que volem per als nostres fills i filles. https://t.co/nLjiL6SkwL",independetismo
"Després de gairebé 4 anys de presó, és un plaer retrobar-me amb la gent de les Terres de l’Ebre i passejar pels seus carrers. Visitar-vos sempre ens ajuda a ser més i més forts. Gràcies per la rebuda! https://t.co/v5WNSrPmCO",interior
"Gracias a Luis de Guindos por inaugurar un año más nuestro curso de verano.El BCE mantiene la respiración asistida pues los fondos UE no compensan el boquete económico si no creamos empleo, bajando impuestos y burocracia con más flexibilidad y competitividad.Hay alternativa???? https://t.co/0ICpivRVc1",empresa i treball
??Comunicat de Junts per Catalunya sobre la devolució dels menors des de Ceuta. ?? Llegeix el comunicat al nostre web: https://t.co/ySwvGZKRFM https://t.co/DcWSFj0sco,justicia
El Gobierno de la Generalitat quiere que Aena pague la ampliación del aeropuerto de El Prat y luego les regale la gestión. No saben gestionar ayudas a los autónomos y pretenden gestionar un aeropuerto internacional. https://t.co/sIzJtjJjM3,drets socials
"""Hay componentes de la factura de la luz que no son costes energéticos. Por lo tanto, hay una parte de la factura que sí depende del Gobierno"".??Proponemos bajar impuestos y eliminar los costes no energéticos.??El PSOE no tiene ningún plan. ??️ @JavierMaroto en @MasDeUno",interior
?? Empresa i Treball fa el pagament de 60.867.700 euros corresponents a l'ajut per a persones en ERTO i fixes discontinues https://t.co/cnbxT1yLZH,empresa i treball
Preocupada per les notícies que arriben des d'Alemanya. Tot el meu escalf a les persones afectades. Cada vegada són més evidents les conseqüències del canvi climàtic ?? L'únic futur possible és verd i té forma de transició ecològica ?? https://t.co/sV0tn7mWip,"accio climatica, alimentacio i agenda rural"
Teníamos razón. Tenemos razón. https://t.co/wIxe6luLf8,NA
"Les inversions d’AENA que ara ens prometen no són un regal, són una obligació. https://t.co/HcmPU1Id3W",empresa i treball
@MazelLilith Amén.-,NA
"Este #4M los madrileños y las madrileñas podéis romper el círculo vicioso.¡Con vuestro voto, paráis la crispación! ??️El futuro de Madrid pasa por @equipoGabilondo ?? Madrid, ¡Es hora de dar paso a quien quiere gobernar EN SERIO! ⚡?? @salvadorilla  #PalabraDePresidente https://t.co/6hwacoQihs",presidencia
"Venim de lluny per anar més lluny encara. Cada comarca i ciutat de Catalunya té referents en defensa de la llibertat que encadenen un llegat de compromís polític amb el país de generació en generació; com a Tarragona, en Josep Sendra i Navarro a qui avui hem acomiadat. DEP https://t.co/3Gyq4QMcXE",interior
"⚫ Este #17agosto en que se cumplen 4 años de los atentados yihadistas de Barcelona y Cambrils, nuestra portavoz del @PPE_ES, @DolorsMM, los vicesecretarios del PPC @imartinsalva y @oramirezlara y el presidente de @pp_bcn, @josebouvila, rinden homenaje a las víctimas. https://t.co/YADnBv7tR4",justicia
"El Secretari de Política Lingüística, @VilaFx, ha explicat a la @UCE_CAT els àmbits en què està treballant la Direcció General de @llenguacatalana per fomentar el català en l’audiovisual: https://t.co/FgAUcsMMhM",educacio
"La última ""innovación empresarial"" de Glovo es una subasta a la baja que juega con la desesperación de la gente para obtener más beneficios. Este es el modelo laboral que apoya el PP: la guerra del penúltimo contra el último. https://t.co/CNbPdBd9Tn",empresa i treball
"?? @sergio_macian: ""Esto se suma no sólo al adoctrinamiento en las aulas sino también al de los libros de texto, que es absolutamente evidente en Cataluña"" https://t.co/0DjYeTKorR",educacio
"Orgullosos de un equipo que se hizo familia, y que demostró al mundo valores como el compañerismo, la humildad y el sacrificio. Gracias por tantos momentos eternos. GRACIAS #LaFamilia #GraciasPau #GraciasMarchttps://t.co/s0R2oleNvd",cultura
Los incendios han vuelto a golpearnos duramente un verano más. Toca ayudar a quienes han sufrido los efectos de esta y otras catástrofes naturales y eso es lo que va a hacer el Gobierno: habilitamos las ayudas necesarias para asegurar a los afectados una recuperación justa. #CMin https://t.co/JbYJheXFkf,"accio climatica, alimentacio i agenda rural"
"Esta última semana hemos visto que existen dos realidades paralelas: la de los hechos y la que el PP nos cuenta. Como una imagen vale más que mil palabras, os hacemos un repaso visual de la semana vivida por el Partido Popular.¡Dentro ??!??",interior
"Nuestro apoyo y gratitud a ti @sanchezcastejon 

?? A tu gobierno.
?? A tu liderazgo.

España ha mostrado su humanidad y su gran sentido de la solidaridad.  

España es un ejemplo de lo que es el alma de Europa en su mejor expresión.

??️ @eucopresident
??️ @vonderleyen https://t.co/nvdyN5KRCt",presidencia
"Muy fan de @apeleteirob.

Orgullosas de que nos representéis y orgullosas del país que somos???? https://t.co/s3PvGxEycc",presidencia
"España ofrece al alto representante de la UE @JosepBorrellF acoger temporalmente a los afganos que han trabajado para la Unión Europea, antes de su reparto entre los estados miembros.

Esta es la declaración aprobada en el Consejo de Asuntos Exteriores??
https://t.co/1dFzE6H77G",inmigracion
"El affaire Messi revela hasta qué punto la mayoría de la sociedad catalana vive en la neurosis, el infantilismo y la paranoia.
La Argentina del sur de Europa, con su nacionalismo que todo lo tapa, sus políticos demagógicos y corruptos, y sus ídolos futboleros.",drets socials
"??""@miqueliceta ha sigut primer secretari en una etapa molt difícil i ha deixat un partit més cohesionat i fort.

??Ara toca un relleu natural, @salvadorilla"".

??Entrevista a @aliciarll a @elperiodico_cat.

#PSC/❤

https://t.co/jIWbB2cjJJ",interior
"?? @Mireia_veca, diputada de la @cupnacional : ""Per nosaltres l'aeroport del Prat és una línia vermella"" https://t.co/2m8u1R3ulv",interior
"?? Lo llevamos advirtiendo mucho tiempo. El año pasado cuando Sánchez también se fue a la Mareta, agosto terminó con 4.000 llegadas en patera a #Canarias

Este año ya son 8.000 y de nuevo no ha puesto ninguna solución para frenarlo.

¿Se pueden tener tan pocos escrúpulos? https://t.co/FdJ7Ptx7tA",interior
"En este aniversario del asesinato de Lorca, no olvidamos su muerte pero celebramos su vida.

Su ejemplo y sus palabras:
????????
????????????????
??????????????????

Nos enseñó que el compromiso social no está reñido con la libertad personal sino que es su inicio.

?? @Adrilastra https://t.co/MSNPTZj4bj",justicia
"???? Cuatro menas roban y agreden con cuchillos y botellas rotas a un adolescente, menor de edad, y a su primo, de 25 años. Los cuatro menas tenían antecedentes, todos ellos con varias reseñas por robo con violencia e intimidación y por robo con fuerza.

https://t.co/Pmfnp1T5B5",justicia
"El PSC decidirá en septiembre la fecha en la que Illa relevará a Iceta al frente del partido, Daniel G. Sastre @dgsastre @elperiodico https://t.co/RocNRZCUSz",interior
"""La oposición debe apoyar al Gobierno en situaciones complejas, pero para eso es importante saber qué es lo que ha hecho y qué es lo que falta por hacer. Podremos criticar y aportar medidas. Apoyar un plan requiere de conocerlo"".

??️ @JavierMaroto en @MasDeUno",interior
"Isto é o que fai Feijóo co teu deiñeiro ?? crear chiringuitos. Estilo PP 100%.

?? https://t.co/EltmoWYDMF https://t.co/RzAhMoF7K1",na
@salvaverges @parlamentcat ??,na
"Gràcies a veïns, veïnes, entitats, associacions i alcaldesses que ho heu fet possible ?? 

Serà un plaer celebrar aquesta victòria amb vosaltres el proper ??15 de juliol a les ⏰19h??a la Plaça de les Roses. 

Us hi esperem! https://t.co/MAa4aNPkJH",interior
"Hoy en el #CMin damos un paso fundamental para derogar la reforma del PP que ponía en peligro las pensiones.

Blindamos su revalorización al IPC y eliminamos el factor de sostenibilidad que realmente las empobrecía.

Gracias a los y las pensionistas por luchar por sus derechos.",contracampaña
"El suicidio es la primera causa externa de muerte en los jóvenes españoles. La salud mental tiene que ser una prioridad.

Más psicólogos y psiquiatras en la pública y más prevención. Unidas Podemos lleva años empujando para que la #LeySaludMental sea una realidad en nuestro país.",salut
"La subida del SMI de 2019 redujo la desigualdad y la pobreza, y nos acerca más al cumplimiento de nuestra Constitución.

Los que se opusieron a esta subida cada vez tienen menos razones para criticarlo y el Gobierno de coalición más para seguir subiéndolo. https://t.co/9eRMW3PA95",autopromocio
"85 años después Lorca está en una cuneta y su asesino, Queipo de Llano, enterrado con honores.

Falta mucho camino por recorrer para que en España exista verdad, justicia y reparación con las víctimas del franquismo.",justicia
"❌ Sánchez ha pactado con Bildu, ha indultado a los presos independentistas, ha subido los impuestos a las clases medias y trabajadoras, ha hecho una gestión pésima de la pandemia y pactó con Iglesias un Gobierno radical.

?? La mentira como forma de Gobierno.

#SánchezNoCumple https://t.co/hOPHpNlm7M",contracampaña
"#VamosEspaña ????

Joan Cardona se cuelga el bronce en vela en los juegos de #Tokyo2020 en una remontada impresionante en los últimos metros a meta.

¡Felicidades, @JCardonaPodium, por esta medalla ??!
#ElCorazónDeEspaña https://t.co/NAiBFL6hBD",cultura
"Acaban de detener en Granada a mi compañero Néstor Salvador cuando terminaba un homenaje a la Huelga del 70 de la Construcción. Aquí nos siguen deteniendo por defender derechos mientras Miserables corruptos como los de la Monarquía siguen en total impunidad. 
LIBERTAD YA!! https://t.co/eLU04ZwnQ6",drets socials
"?? En aquest context de #CrisiClimàtica es pot plantejar l'ampliació de l'aeroport del Prat? NO! 

✅ El 19 de setembre tothom al carrer pel clima, la salut i la vida!  #MenysAvionsMésVida https://t.co/ElferB2OnZ","accio climatica, alimentacio i agenda rural"
